"","solID","channels","date_min","date_max","periods","constr_low","constr_up","histSpend","histSpendTotal","initSpendUnitTotal","initSpendUnit","initSpendShare","initResponseUnit","initResponseUnitTotal","initRoiUnit","expSpendTotal","expSpendUnitTotal","expSpendUnitDelta","optmSpendUnit","optmSpendUnitDelta","optmSpendUnitTotal","optmSpendUnitTotalDelta","optmSpendShareUnit","optmResponseUnit","optmResponseUnitTotal","optmRoiUnit","optmResponseUnitLift","optmResponseUnitTotalLift"
"1","5_1034_6","boolean_value_S_1",2020-05-06,2022-05-11,"736 days",0.7,1.2,255544,157250600.610464,319954.266756761,15032,0.046981714456797,0.197876513990889,9.42310965560553,1.31636850712406e-05,370000,370000,0.156415270690188,18038.4,0.2,369999.999999996,0.156415270690174,0.048752432432433,0.265399945688591,10.2124277491063,1.47130535795077e-05,0.341240253003506,0.0837640781386066
"2","5_1034_6","FB_female_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,16764044,157250600.610464,319954.266756761,26317.180533752,0.082252944461463,0.0325312757022633,9.42310965560553,1.2361231348678e-06,370000,370000,0.156415270690188,31580.6166405024,0.2,369999.999999996,0.156415270690174,0.0853530179473047,0.0468285413296068,10.2124277491063,1.48282542619984e-06,0.439492928534273,0.0837640781386066
"3","5_1034_6","FB_male_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,94562596,157250600.610464,319954.266756761,129007.634379263,0.403206482248099,8.91437534871837,9.42310965560553,6.90995954744154e-05,370000,370000,0.156415270690188,154809.161255116,0.2,369999.999999996,0.156415270690174,0.418403138527345,9.52623097572427,10.2124277491063,6.15353180554065e-05,0.0686369603108379,0.0837640781386066
"4","5_1034_6","FB_o36_similar_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,1946307,157250600.610464,319954.266756761,5844.76576576577,0.0182675037436183,0.00393718609509212,9.42310965560553,6.73625984834702e-07,370000,370000,0.156415270690188,7013.71890645858,0.19999999786812,369999.999999996,0.156415270690174,0.0189559970444829,0.00632437221277301,10.2124277491063,9.01714525078731e-07,0.606317827002548,0.0837640781386066
"5","5_1034_6","FB_undefined_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,31145577,157250600.610464,319954.266756761,47118.8759455371,0.147267534273448,0.201084404211108,9.42310965560553,4.26759764905118e-06,370000,370000,0.156415270690188,56542.6511346445,0.2,369999.999999996,0.156415270690174,0.152817976039581,0.276837761362704,10.2124277491063,4.896087392568e-06,0.376724179325545,0.0837640781386066
"6","5_1034_6","Google_listing_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,163289,157250600.610464,319954.266756761,2591.88888888889,0.00810081051633334,0.0204005512403398,9.42310965560553,7.8709204425369e-06,370000,370000,0.156415270690188,3110.26666666667,0.2,369999.999999996,0.156415270690174,0.00840612612612622,0.0291288881711362,10.2124277491063,9.3653989490085e-06,0.427848092336694,0.0837640781386066
"7","5_1034_6","Google_other_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,4121458,157250600.610464,319954.266756761,9607.12820512821,0.0300265669294288,0.0106490761194118,9.42310965560553,1.10845571038882e-06,370000,370000,0.156415270690188,11528.5538461538,0.2,369999.999999996,0.156415270690174,0.031158253638254,0.0175832247749456,10.2124277491063,1.52518910954401e-06,0.65115025733488,0.0837640781386066
"8","5_1034_6","Google_Proslisting_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,5524498,157250600.610464,319954.266756761,24019.5565217391,0.075071843126879,0.00538048419989749,9.42310965560553,2.24004310613638e-07,370000,370000,0.156415270690188,27401.1356145741,0.140784409977528,369999.999999996,0.156415270690174,0.0740571232826335,0.00795015073674702,10.2124277491063,2.90139461684154e-07,0.477590202178921,0.0837640781386066
"9","5_1034_6","Influencer_big_fix_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,2581992.610464,157250600.610464,319954.266756761,57377.6135658667,0.179330671684672,0.0368748153281504,9.42310965560553,6.42669031290748e-07,370000,370000,0.156415270690188,56856.7924460813,-0.0090770788016048,369999.999999996,0.156415270690174,0.153667006611032,0.0361438891055525,10.2124277491063,6.3570045988487e-07,-0.0198218273391584,0.0837640781386066
"10","5_1034_6","Yahoo_S",2020-05-06,2022-05-11,"736 days",0.7,1.2,185295,157250600.610464,319954.266756761,3037.62295081967,0.00949392855926178,0,9.42310965560553,0,370000,370000,0.156415270690188,3118.70348979844,0.0266921011236412,369999.999999996,0.156415270690174,0.00842892835080671,0,10.2124277491063,0,NA,0.0837640781386066
