ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_o36_similar_S,FB_anotherproduct_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,Google_youtube_S,Google_display_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2020/6/24,0,0,0,0,0,0,0,0.001481469,0,0,0.194877259,0,0,0,0,0,0,0,0.001729958,0,3.91E-17,saturatedMedia,4_1114_7
2020/6/25,0,0,0,0,0,0,0,0.001846663,0,0,0.209788642,0,0,0,0,0,0,0,0.00081986,0,0.000472207,saturatedMedia,4_1114_7
2020/6/26,0,0,0,0,0,0,0,0.002212926,0,0,0.221126673,0,0,0,0,0,0,0,0.000353384,0,2.40E-05,saturatedMedia,4_1114_7
2020/6/27,0,0,0,0,0,0,0,0.002565771,0,0,0.222565463,0,0,0,0,0,0,0,0.00013953,0,2.11E-07,saturatedMedia,4_1114_7
2020/6/28,0,0,0,0,0,0,0,0.003725724,0,0,0.224816085,0,0,0,0,0,0,0,5.07E-05,0,0.000485588,saturatedMedia,4_1114_7
2020/6/29,0,0,0,0,0,0,0,0.00540483,0,0,0.217471434,0,0,0,0,0,0,0,0.000502136,0,2.41E-05,saturatedMedia,4_1114_7
2020/6/30,0,0,0,0,0,0,0,0.009128792,0,0,0.219412001,0,0,0,0,0,0,0,0.003405372,0,0.000586302,saturatedMedia,4_1114_7
2020/7/1,0,0,0,0,0,0,0,0.008701004,0,0,0.230750919,0,0,0,0,0,0,0,0.004705886,0,2.58E-05,saturatedMedia,4_1114_7
2020/7/2,0,0,0,0,0,0,0,0.009472548,0,0,0.23473303,2.12E-05,0,0,0,0,0,0,0.005653627,0,0.000587472,saturatedMedia,4_1114_7
2020/7/3,0,0,0,0,0,0,0,0.009090454,0,0.054971381,0.239175109,6.58E-05,0,0,0,0,0,0,0.006254638,0,0.001225718,saturatedMedia,4_1114_7
2020/7/4,0,0,0,0,0,0,0,0.00876307,0,0.041585387,0.240199698,0.000128016,0,0,0,0,0,0,0.003524335,0,0.001410725,saturatedMedia,4_1114_7
2020/7/5,0,0,0,0,0,0,0,0.009053069,0,0.006826313,0.242366193,0.000210379,0,0,0,0,0,0,0.007265239,0,0.001436187,saturatedMedia,4_1114_7
2020/7/6,0,0,0,0,0,0,0,0.01275792,0,0.001041903,0.215734297,0.00030744,0,0,0,0,0,0,0.011812198,0,4.47E-05,saturatedMedia,4_1114_7
2020/7/7,0,0,0,0,0,0,0,0.027757069,0,0.112840522,0.19179475,0.000843894,0,0,0,0,0,0,0.006906015,0,0.000603001,saturatedMedia,4_1114_7
2020/7/8,0,0,0,0,0,0,0,0.030010508,0,0.088141048,0.217239111,0.001348524,0,0,0,0,0,0,0.00669234,0,2.60E-05,saturatedMedia,4_1114_7
2020/7/9,0,0,0,0,0,0,0,0.027048206,0,0.092630349,0.209474576,0.002322599,0,0,0,0,0,0,0.003520019,0,0.000587541,saturatedMedia,4_1114_7
2020/7/10,0,0,0,0,0,0,0,0.021404993,0,0.050886175,0.190467352,0.003557712,0,0,0,0,0,0,0.003858288,0,2.58E-05,saturatedMedia,4_1114_7
2020/7/11,0,0,0,0,0,0,0,0.021270099,0,0.008300579,0.17267848,0.005301273,0,0,0,0,0,0,0.00198584,0,2.18E-07,saturatedMedia,4_1114_7
2020/7/12,0,0,0,0,0,0,0,0.04078793,0,0.001524137,0.15390767,0.007907138,0,0,0,0,0,0,0.000933148,0,0.000485647,saturatedMedia,4_1114_7
2020/7/13,0,0,0,0,0,0,0,0.054127245,0,0.138900657,0.143040563,0.009601796,0,0,0,0,0,0,0.000403558,0,0.001202803,saturatedMedia,4_1114_7
2020/7/14,0,0,0,0,0,0,0,0.109005447,0,0.181570101,0.156183988,0.012018376,0,0,0,0,0,0,0.000161434,0,0.001408629,saturatedMedia,4_1114_7
2020/7/15,0,0,0,0,0,0,0,0.0558664,0,0.264011044,0.19857755,0.011843982,0,0,0,0,0,0,6.00E-05,0,4.44E-05,saturatedMedia,4_1114_7
2020/7/16,0,0,0,0,0,0,0,0.047743569,0,0.174697413,0.230652149,0.012875455,0,0,0,0,0,0,0.002199793,0,3.08E-07,saturatedMedia,4_1114_7
2020/7/17,0,0,0,0,0,0,0,0.054029705,0,0.089862526,0.251453233,0.014947849,0,0,0,0,0,0,0.001442464,0,0.000486738,saturatedMedia,4_1114_7
2020/7/18,0,0,0,0,0,0,0,0.05817877,0,0.130033885,0.261377753,0.014957175,0,0,0,0,0,0,0.002436834,0,0.00120291,saturatedMedia,4_1114_7
2020/7/19,0,0,0,0,0,0,0,0.063104225,0,0.117866662,0.266435284,0.014116301,0,0,0,0,0,0,0.00142728,0,4.17E-05,saturatedMedia,4_1114_7
2020/7/20,0,0,0,0,0,0,0,0.079339399,0,0.109272699,0.242782384,0.014702624,0,0,0,0,0,0,0.0026589,0,0.000601678,saturatedMedia,4_1114_7
2020/7/21,0,0,0,0,0,0,0,0.09763079,0,0.151751685,0.254044075,0.019220585,0,0,0,0,0,0,0.012466509,0,0.001227625,saturatedMedia,4_1114_7
2020/7/22,0,0,0,0,0,0,0,0.078418627,0,0.173673914,0.244820787,0.024714354,0,0,0,0,0,0,0.00788443,0,4.20E-05,saturatedMedia,4_1114_7
2020/7/23,0,0,0,0,0,0,0,0.081954645,0,0.161329634,0.261634219,0.031864164,0,0,0,0,0,0,0.004373831,0,3.01E-07,saturatedMedia,4_1114_7
2020/7/24,0,0,0,0,0,0,0,0.124712141,0,0.113556374,0.25155634,0.037712851,0,0,0,0,0,0,0.005168344,0,0.000486681,saturatedMedia,4_1114_7
2020/7/25,0,0,0,0,0,0,0,0.153040601,0,0.095327202,0.196482572,0.041182382,0,0,0,0,0,0,0.009999637,0,0.001202906,saturatedMedia,4_1114_7
2020/7/26,0,0,0,0,0,0,0,0.175337709,0,0.149629069,0.139255739,0.046464377,0,0,0,0,0,0,0.009644937,0,0.001408634,saturatedMedia,4_1114_7
2020/7/27,0,0,0,0,0,0,0,0.189866523,0,0.027145104,0.093884394,0.050208699,0,0,0,0,0,0,0.009876181,0,4.44E-05,saturatedMedia,4_1114_7
2020/7/28,0,0,0,0,0,0,0,0.23480659,0,0.00421518,0.097727915,0.05103229,0,0,0,0,0,0,0.005417136,0,0.000602933,saturatedMedia,4_1114_7
2020/7/29,0,0,0,0,0,0,0,0.261536994,0,0.000624085,0.129179083,0.050058779,0,0,0,0,0,0,0.015765267,0,0.001227734,saturatedMedia,4_1114_7
2020/7/30,0,0,0,0,0,0,0,0.254964223,0,9.02E-05,0.143874848,0.050371003,0,0,0,0,0,0,0.009296291,0,4.20E-05,saturatedMedia,4_1114_7
2020/7/31,0,0,0,0,0,0,0,0.25868438,0.000268867,1.28E-05,0.157677113,0.051543823,0,0,0,0,0,0,0.004887548,0,0.000601746,saturatedMedia,4_1114_7
2020/8/1,0,0,0,0,0,0,0,0.273897129,0.001006785,1.80E-06,0.155561194,0.052824362,0,0,0,0,0,0,0.002324473,0,0.001227629,saturatedMedia,4_1114_7
2020/8/2,0,0,0,0,0,0,0,0.318108639,0.002126326,2.49E-07,0.153224606,0.054276547,0,0,0,0,0,0,0.006632011,0,0.00141084,saturatedMedia,4_1114_7
2020/8/3,0,0,0,0,0,0,0,0.300245896,0.005452722,3.41E-08,0.140386877,0.055105237,0,0,0,0,0,0,0.007597207,0,0.001436191,saturatedMedia,4_1114_7
2020/8/4,0,0,0,0,0,0,0,0.366050019,0.010067855,4.63E-09,0.122492236,0.055167727,0,0,0,0,0,0,0.008355098,0,0.00143831,saturatedMedia,4_1114_7
2020/8/5,0,0,0,0,0,0,0,0.398475464,0.015549126,6.24E-10,0.206153536,0.055332282,0,0,0,0,0,0,0.008900321,0,0.001438426,saturatedMedia,4_1114_7
2020/8/6,0,0,0,0,0,0,0,0.410369403,0.021532225,8.34E-11,0.246062443,0.056964385,0,0,0,0,0,0,0.021070502,0,0.00143843,saturatedMedia,4_1114_7
2020/8/7,0,0,0,0,0,0,0,0.423655943,0.027687246,1.11E-11,0.263414441,0.058791775,0,0,0,0,0,0,0.01941727,0,0.00143843,saturatedMedia,4_1114_7
2020/8/8,0,0,0,0,0,0,0,0.459110195,0.033729229,1.46E-12,0.273231475,0.059756158,0,0,0,0,0,0,0.017279506,0,0.00143843,saturatedMedia,4_1114_7
2020/8/9,0,0,0,0,0,0,0,0.458136213,0.039435278,1.91E-13,0.270022185,0.05972621,0,0,0,0,0,0,0.015242899,0,0.00143843,saturatedMedia,4_1114_7
2020/8/10,0,0,0,0,0,0,0,0.458539834,0.043520491,2.49E-14,0.26467203,0.061104247,0,0,0,0,0,0,0.012625816,0,4.47E-05,saturatedMedia,4_1114_7
2020/8/11,0,0,0,0,0,0,0,0.44157395,0.04816145,3.22E-15,0.268300902,0.060109618,0,0,0,0,0,0,0.006554417,0,0.000603003,saturatedMedia,4_1114_7
2020/8/12,0,0,0,0,0,0,0,0.447140156,0.052223926,4.16E-16,0.265765821,0.058610371,0,0,0,0,0,0,0.023285665,0,0.001227738,saturatedMedia,4_1114_7
2020/8/13,0,0,0,0,0,0,0,0.445088424,0.055697778,5.33E-17,0.279208082,0.057165165,0,0,0,0,0,0,0.019770162,0,0.001410845,saturatedMedia,4_1114_7
2020/8/14,0,0,0,0,0,0,0,0.321124878,0.058359459,6.81E-18,0.305393807,0.055969287,0,0,0,0,0,0,0.011032786,0,4.44E-05,saturatedMedia,4_1114_7
2020/8/15,0,0,0,0,0,0,0,0.204552094,0.06030977,8.66E-19,0.330170476,0.054692306,0,0,0,0,0,0,0.005528411,0,0.000602936,saturatedMedia,4_1114_7
2020/8/16,0,0,0,0,0,0,0,0.144702426,0.061846557,1.10E-19,0.338726699,0.053540013,0,0,0,0,0,0,0.005714258,0,2.60E-05,saturatedMedia,4_1114_7
2020/8/17,0,0,0,0,0,0,0,0.112849031,0.062774746,1.38E-20,0.338787632,0.053460546,0,0,0,0,0,0,0.010251584,0,0.000587541,saturatedMedia,4_1114_7
2020/8/18,0,0,0,0,0,0,0,0.063940164,0.052356044,1.74E-21,0.34878891,0.052444974,0,0,0,0,0,0,0.005781335,0,0.001225722,saturatedMedia,4_1114_7
2020/8/19,0,0,0,0,0,0,0,0.042128386,0.053417063,2.18E-22,0.327769015,0.049166326,0,0,0,0,0,0,0.016450471,0,0.001410725,saturatedMedia,4_1114_7
2020/8/20,0,0,0,0,0,0,0,0.045086181,0.054687919,2.72E-23,0.32370375,0.046901895,0,0,0,0,0,0,0.009781931,0,4.44E-05,saturatedMedia,4_1114_7
2020/8/21,0,0,0,0,0,0,0,0.054303908,0.055923837,3.38E-24,0.320390438,0.044866503,0,0,0,0,0,0,0.014567893,0,0.000602935,saturatedMedia,4_1114_7
2020/8/22,0,0,0,0,0,0,0,0.072141174,0.057144449,4.18E-25,0.318723341,0.043754535,0,0,0,0,0,0,0.020570992,0,0.001227734,saturatedMedia,4_1114_7
2020/8/23,0,0,0,0,0,0,0,0.122584031,0.069018251,5.17E-26,0.322648141,0.044559683,0,0,0,0,0,0,0.011826562,0,0.001410844,saturatedMedia,4_1114_7
2020/8/24,0,0,0,0,0,0,0,0.177175081,0.080916295,6.37E-27,0.334229461,0.045067704,0,0,0,0,0,0,0.01610012,0,0.001436191,saturatedMedia,4_1114_7
2020/8/25,0,0,0,0,0,0,0,0.283550992,0.093399491,7.82E-28,0.326401877,0.046218276,0,0,0,0,0,0,0.014561786,0,0.00143831,saturatedMedia,4_1114_7
2020/8/26,0,0,0,0,0,0,0,0.176692143,0.105643824,9.58E-29,0.335752068,0.047641346,0,0,0,0,0,0,0.018973715,0,0.001438426,saturatedMedia,4_1114_7
2020/8/27,0,0,0,0,0,0,0,0.070047203,0.117375151,1.17E-29,0.336896094,0.049562468,0,0,0,0,0,0,0.010597671,0,0.00143843,saturatedMedia,4_1114_7
2020/8/28,0,0,0,0,0,0,0,0.022335223,0.108284444,1.42E-30,0.319581236,0.048710753,0,0,0,0,0,0,0.005319599,0,0.00143843,saturatedMedia,4_1114_7
2020/8/29,0,0,0,0,0,0,0,0.006346083,0.090261571,1.73E-31,0.299754185,0.047812958,0,0,0,0,0,0,0.005577157,0,0.00143843,saturatedMedia,4_1114_7
2020/8/30,0,0,0,0,0,0,0,0.001690436,0.07326322,2.10E-32,0.281942807,0.046001167,0,0,0,0,0,0,0.002798817,0,0.00143843,saturatedMedia,4_1114_7
2020/8/31,0,0,0,0,0,0,0,0.000429166,0.057872431,2.54E-33,0.27090999,0.04350802,0,0,0,0,0,0,0.001287885,0,0.00143843,saturatedMedia,4_1114_7
2020/9/1,0,0,0,0,0,0,0,0.000104706,0.044473375,3.06E-34,0.266772456,0.03907542,0,0,0,0,0,0,0.002249142,0,0.00143843,saturatedMedia,4_1114_7
2020/9/2,0,0,0,0,0,0,0,2.47E-05,0.040745309,3.68E-35,0.28312379,0.036204116,0,0,0,0,0,0,0.001195108,0,0.00143843,saturatedMedia,4_1114_7
2020/9/3,0,0,0,0,0,0,0,5.63E-06,0.038824189,4.41E-36,0.299933913,0.033295528,0,0,0,0,0,0,0.000581934,0,0.00143843,saturatedMedia,4_1114_7
2020/9/4,0,0,0,0,0,0,0,1.25E-06,0.029487276,5.29E-37,0.297071906,0.031400139,0,0,0,0,0,0,0.000261371,0,4.47E-05,saturatedMedia,4_1114_7
2020/9/5,0,0,0,0,0,0,0,2.70E-07,0.02190936,6.32E-38,0.302145597,0.028910605,0,0,0,0,0,0,0.006252208,0,3.09E-07,saturatedMedia,4_1114_7
2020/9/6,0,0,0,0,0,0,0,5.71E-08,0.015923177,7.53E-39,0.304752244,0.026379978,0,0,0,0,0,0,0.007368117,0,0.00048674,saturatedMedia,4_1114_7
2020/9/7,0,0,0,0,0,0,0,1.18E-08,0.011326832,8.96E-40,0.318732877,0.02485893,0,0,0,0,0,0,0.004446302,0,0.00120291,saturatedMedia,4_1114_7
2020/9/8,0,0,0,0,0,0,0,2.38E-09,0.007888698,1.06E-40,0.330614938,0.023656007,0,0,0,0,0,0,0.002372994,0,0.001408634,saturatedMedia,4_1114_7
2020/9/9,0,0,0,0,0,0,0,4.70E-10,0.005380653,1.26E-41,0.338970909,0.022615636,0,0,0,0,0,0,0.006986807,0,0.001436071,saturatedMedia,4_1114_7
2020/9/10,0,0,0,0,0,0,0,0.000283293,0.003594879,1.49E-42,0.353644498,0.021686087,0,0,0,0,0,0,0.008043752,0,0.001438305,saturatedMedia,4_1114_7
2020/9/11,0,0,0,0,0,0,0,0.000777292,0.002352938,1.76E-43,0.351432888,0.020857904,0,0,0,0,0,0,0.008775144,0,0.001438426,saturatedMedia,4_1114_7
2020/9/12,0,0,0,0,0,0,0,0.001161916,0.001508835,2.08E-44,0.340160058,0.02013595,0,0,0,0,0,0,0.004905766,0,0.00143843,saturatedMedia,4_1114_7
2020/9/13,0,0,0,0,0,0,0,0.001283754,0.000947939,2.44E-45,0.331581482,0.019369246,0,0,0,0,0,0,0.002460951,0,0.00143843,saturatedMedia,4_1114_7
2020/9/14,0,0,0,0,0,0,0,0.001347248,0.000583452,2.87E-46,0.324667114,0.018670756,0,0,0,0,0,0,0.006386156,0,0.00143843,saturatedMedia,4_1114_7
2020/9/15,0,0,0,0,0,0,0,0.001368071,0.000351784,3.36E-47,0.323699077,0.018151197,0,0,0,0,0,0,0.003627032,0,4.47E-05,saturatedMedia,4_1114_7
2020/9/16,0,0,0,0,0,0,0,0.001354027,0.00254508,3.93E-48,0.329790455,0.017704192,0,0,0,0,0,0,0.004653118,0,0.000603003,saturatedMedia,4_1114_7
2020/9/17,0,0,0,0,0,0,0,0.001369018,0.006794692,4.59E-49,0.352327987,0.017617306,0,0,0,0,0,0,0.005738327,0,2.60E-05,saturatedMedia,4_1114_7
2020/9/18,0,0,0,0,0,0,0,0.0013834,0.012709177,5.36E-50,0.363497471,0.017708253,0,0,0,0,0,0,0.011656066,0,2.18E-07,saturatedMedia,4_1114_7
2020/9/19,0,0,0,0,0,0,0,0.002311538,0.019776797,6.23E-51,0.375926044,0.017975644,0,0,0,0,0,0,0.006900236,0,4.36E-10,saturatedMedia,4_1114_7
2020/9/20,0,0,0,0,0,0,0,0.002941434,0.027824237,7.25E-52,0.381489441,0.018223089,0,0,0,0,0,0,0.00741203,0,2.38E-13,saturatedMedia,4_1114_7
2020/9/21,0,0,0,0,0,0,0,0.003386072,0.035885452,8.41E-53,0.384746116,0.018563361,0,0,0,0,0,0,0.003978471,0,3.93E-17,saturatedMedia,4_1114_7
2020/9/22,0,0,0,0,0,0,0,0.003625589,0.043995457,9.74E-54,0.38755265,0.018373213,0,0,0,0,0,0,0.001928179,0,2.11E-21,saturatedMedia,4_1114_7
2020/9/23,0,0,0,0,0,0,0,0.003755147,0.051733817,1.13E-54,0.392132475,0.019493559,0,0,0,0,0,0,0.00287515,0,0.000472205,saturatedMedia,4_1114_7
2020/9/24,0,0,0,0,0,0,0,0.003835721,0.057518216,1.30E-55,0.394835082,0.021770449,0,0,0,0,0,0,0.001507084,0,0.00120081,saturatedMedia,4_1114_7
2020/9/25,0,0,0,0,0,0,0,0.003811996,0.064168771,1.50E-56,0.396420662,0.023138299,0,0,0,0,0,0,0.002615918,0,0.00140851,saturatedMedia,4_1114_7
2020/9/26,0,0,0,0,0,0,0,0.003796618,0.068724503,1.73E-57,0.400622552,0.024111468,0,0,0,0,0,0,0.001444651,0,0.001436066,saturatedMedia,4_1114_7
2020/9/27,0,0,0,0,0,0,0,0.003871232,0.073600477,1.99E-58,0.402216202,0.025124842,0,0,0,0,0,0,0.002617927,0,0.001438305,saturatedMedia,4_1114_7
2020/9/28,0,0,0,0,0,0,0,0.003883907,0.077095443,2.28E-59,0.402241838,0.026125902,0,0,0,0,0,0,0.004007442,0,0.001438426,saturatedMedia,4_1114_7
2020/9/29,0,0,0,0,0,0,0,0.003862624,0.080752865,2.62E-60,0.400957804,0.029629042,0,0,0,0,0,0,0.002315179,0,0.00143843,saturatedMedia,4_1114_7
2020/9/30,0,0,0,0,0,0,0,0.003845228,0.08333925,3.00E-61,0.398103209,0.031307398,0,0,0,0,0,0,0.001196944,0,4.47E-05,saturatedMedia,4_1114_7
2020/10/1,0,0,0,0,0,0,0,0.003851453,0.070486158,3.43E-62,0.398638994,0.032459964,0,0,0,0,0,0,0.002278599,0,0.000603003,saturatedMedia,4_1114_7
2020/10/2,0,0,0,0,0,0,0,0.003866304,0.056896656,3.92E-63,0.399633703,0.033513461,0,0,0,0,0,0,0.007302315,0,0.001227738,saturatedMedia,4_1114_7
2020/10/3,0,0,0,0,0,0,0,0.013157514,0.044716925,4.47E-64,0.385759985,0.03452302,0,0,0,0,0,0,0.008619869,0,0.001410845,saturatedMedia,4_1114_7
2020/10/4,0,0,0,0,0,0,0,0.047011366,0.034217653,5.09E-65,0.363646537,0.034467258,0,0,0,0,0,0,0.014316792,0,0.001436191,saturatedMedia,4_1114_7
2020/10/5,0,0,0,0,0,0,0,0.075530724,0.025495122,5.79E-66,0.324023546,0.033496462,0,0,0,0,0,0,0.00846569,0,0.00143831,saturatedMedia,4_1114_7
2020/10/6,0,0,0,0,0,0,0,0.080935766,0.018499945,6.58E-67,0.274100728,0.032218186,0,0,0,0,0,0,0.004442647,0,0.001438426,saturatedMedia,4_1114_7
2020/10/7,0,0,0,0,0,0,0,0.071640147,0.013076702,7.46E-68,0.28240663,0.030882796,0,0,0,0,0,0,0.002101051,0,0.00143843,saturatedMedia,4_1114_7
2020/10/8,0,0,0,0,0,0,0,0.067204879,0.00900666,8.46E-69,0.286748585,0.02945634,0,0,0,0,0,0,0.000904357,0,0.00143843,saturatedMedia,4_1114_7
2020/10/9,0,0,0,0,0,0,0,0.044899434,0.006046339,9.57E-70,0.295750539,0.028028099,0,0,0,0,0,0,0.000356863,0,0.00143843,saturatedMedia,4_1114_7
2020/10/10,0,0,0,0,0,0,0,0.064493306,0.003957326,1.08E-70,0.300185935,0.026564673,0,0,0,0,0,0,0.000129823,0,0.00143843,saturatedMedia,4_1114_7
2020/10/11,0,0,0,0,0,0,0,0.104848962,0.002525777,1.22E-71,0.303814928,0.025116012,0,0,0,0,0,0,0.011668349,0,0.006816292,saturatedMedia,4_1114_7
2020/10/12,0,0,0,0,0,0,0,0.106683645,0.001572385,1.38E-72,0.304765473,0.022815366,0,0,0,0,0,0,0.020062596,0,0.01030262,saturatedMedia,4_1114_7
2020/10/13,0,0,0,0,0,0,0,0.09773323,0.000954911,1.55E-73,0.306019378,0.021592227,0,0,0,0,0,0,0.028942055,0,0.0031752,saturatedMedia,4_1114_7
2020/10/14,0,0,0,0,0,0,0,0.092299241,0.000565799,1.75E-74,0.300410207,0.020446293,0,0,0,0,0,0,0.025432167,0,7.44E-05,saturatedMedia,4_1114_7
2020/10/15,0,0,0,0,0,0,0,0.070650251,0.000327114,1.96E-75,0.294612075,0.019357054,0,0,0,0,0,0,0.031418367,0,0.000620015,saturatedMedia,4_1114_7
2020/10/16,0,0,0,0,0,0,0,0.052330958,0.000184547,2.21E-76,0.298879871,0.018338662,0,0,0,0,0,0,0.025728018,0,0.001229865,saturatedMedia,4_1114_7
2020/10/17,0,0,0,0,0,0,0,0.050649048,0.000101604,2.47E-77,0.296076028,0.017419587,0,0,0,0,0,0,0.01381057,0,0.006739411,saturatedMedia,4_1114_7
2020/10/18,0,0,0,0,0,0,0,0.050112324,5.46E-05,2.77E-78,0.306281407,0.016436314,0,0,0,0,0,0,0.00666353,0,0.010294446,saturatedMedia,4_1114_7
2020/10/19,0,0,0,0,0,0,0,0.03685147,2.86E-05,3.10E-79,0.30668395,0.015179215,0,0,0,0,0,0,0.018416334,0,0.003174997,saturatedMedia,4_1114_7
2020/10/20,0,0,0,0,0,0,0,0.012135406,1.47E-05,3.47E-80,0.322900736,0.013172226,0,0,0,0,0,0,0.217270316,0,0.409675932,saturatedMedia,4_1114_7
2020/10/21,0,0,0,0,0,0,0,0.003608564,7.32E-06,3.87E-81,0.344586408,0.011356116,0,0,0,0,0,0,0.264502598,0,0.505719809,saturatedMedia,4_1114_7
2020/10/22,0,0,0,0,0,0,0,0.001001661,3.57E-06,4.32E-82,0.370298393,0.009723664,0,0,0,0,0,0,0.329354704,0,0.19752226,saturatedMedia,4_1114_7
2020/10/23,0,0,0,0,0,0,0,0.000263723,1.70E-06,4.81E-83,0.389285475,0.008266082,0,0,0,0,0,0,0.268380223,0,0.034197657,saturatedMedia,4_1114_7
2020/10/24,0,0,0,0,0,0,0,6.65E-05,7.89E-07,5.36E-84,0.398004388,0.006973403,0,0,0,0,0,0,0.230999257,0,0.0139907,saturatedMedia,4_1114_7
2020/10/25,0,0,0,0,0,0,0,1.61E-05,3.58E-07,5.96E-85,0.402875612,0.006723561,0,0,0,0,0,0,0.153745807,0,0.011533321,saturatedMedia,4_1114_7
2020/10/26,0,0,0,0,0,0,0,3.78E-06,1.59E-07,6.62E-86,0.401672238,0.006538905,0,0,0,0,0,0,0.096535794,0,0.026779453,saturatedMedia,4_1114_7
2020/10/27,0,0,0,0,0,0,0,8.59E-07,6.85E-08,7.35E-87,0.403646011,0.006459613,0,0,0,0,0,0,0.07521304,0,0.03469094,saturatedMedia,4_1114_7
2020/10/28,0,0,0,0,0,0,0,1.90E-07,2.89E-08,8.14E-88,0.406461468,0.00643677,0,0,0,0,0,0,0.048494715,0,0.005999524,saturatedMedia,4_1114_7
2020/10/29,0,0,0,0,0,0,0,4.09E-08,1.19E-08,9.02E-89,0.404474971,0.006470512,0,0,0,0,0,0,0.056165961,0,0.021484052,saturatedMedia,4_1114_7
2020/10/30,0,0,0,0,0,0,0,8.61E-09,4.80E-09,9.98E-90,0.394313813,0.006550009,0,0,0,0,0,0,0.029933081,0,0.004997889,saturatedMedia,4_1114_7
2020/10/31,0,0,0,0,0,0,0,1.77E-09,1.88E-09,1.10E-90,0.388408663,0.006673423,0,0,0,0,0,0,0.03168868,0,0.021173395,saturatedMedia,4_1114_7
2020/11/1,0,0,0,0,0,0,0,3.57E-10,7.23E-10,1.22E-91,0.373648034,0.006839327,0,0,0,0,0,0,0.087887726,0,0.033155119,saturatedMedia,4_1114_7
2020/11/2,0,0,0,0,0,0,0,7.04E-11,2.71E-10,1.35E-92,0.371386318,0.007039148,0,0,0,0,0,0,0.06754755,0,0.016946094,saturatedMedia,4_1114_7
2020/11/3,0,0,0,0,0,0,0,1.36E-11,9.92E-11,1.48E-93,0.373380388,0.007272107,0,0,0,0,0,0,0.049556313,0,0.012236179,saturatedMedia,4_1114_7
2020/11/4,0,0,0,0,0,0,0,2.59E-12,3.54E-11,1.63E-94,0.373719718,0.007528188,0,0,0,0,0,0,0.076568704,0,0.011367231,saturatedMedia,4_1114_7
2020/11/5,0,0,0,0,0,0,0,4.84E-13,1.24E-11,1.80E-95,0.385257479,0.007806552,0,0,0,0,0,0,0.05641508,0,0.051449971,saturatedMedia,4_1114_7
2020/11/6,0,0,0,0,0,0,0,0.056556788,4.22E-12,1.98E-96,0.395030963,0.008080393,0,0,0,0,0,0,0.066812452,0,0.043946418,saturatedMedia,4_1114_7
2020/11/7,0,0,0,0,0,0,0,0.138356241,1.40E-12,2.17E-97,0.391127134,0.008372375,0,0,0,0,0,0,0.061039888,0,0.018224331,saturatedMedia,4_1114_7
2020/11/8,0,0,0,0,0,0,0,0.163766938,4.57E-13,2.38E-98,0.388144708,0.008669041,0,0,0,0,0,0,0.044172462,0,0.089920417,saturatedMedia,4_1114_7
2020/11/9,0,0,0,0,0,0,0,0.077037016,1.45E-13,2.61E-99,0.386334718,0.008954801,0,0,0,0,0,0,0.031916017,0,0.012608498,saturatedMedia,4_1114_7
2020/11/10,0,0,0,0,0,0,0,0.02546741,4.51E-14,2.86E-100,0.385003761,0.008427139,0,0,0,0,0,0,0.016046496,0,0.02403014,saturatedMedia,4_1114_7
2020/11/11,0,0,0,0,0,0,0,0.027047945,1.37E-14,3.13E-101,0.383221313,0.007665531,0,0,0,0,0,0,0.007328093,0,0.015311432,saturatedMedia,4_1114_7
2020/11/12,0,0,0,0,0,0,0,0.036383313,4.05E-15,3.43E-102,0.38252777,0.006915291,0,0,0,0,0,0,0.019949529,0,0.028118514,saturatedMedia,4_1114_7
2020/11/13,0,0,0,0,0,0,0,0.038800066,1.17E-15,3.74E-103,0.383670188,0.006180807,0,0,0,0,0,0,0.011250689,0,0.01610077,saturatedMedia,4_1114_7
2020/11/14,0,0,0,0,0,0,0,0.030413659,3.32E-16,4.09E-104,0.387038727,0.005467995,0,0,0,0,0,0,0.017491798,0,0.012140303,saturatedMedia,4_1114_7
2020/11/15,0,0,0,0,0,0,0,0.046343037,9.18E-17,4.46E-105,0.381047163,0.004783663,0,0,0,0,0,0,0.0231479,0,0.011359407,saturatedMedia,4_1114_7
2020/11/16,0,0,0,0,0,0,0,0.067551038,2.48E-17,4.86E-106,0.377177839,0.004134868,0,0,0,0,0,0,0.013238292,0,0.051448843,saturatedMedia,4_1114_7
2020/11/17,0,0,0,0,0,0,0,0.093488201,6.55E-18,5.30E-107,0.38468056,0.003528312,0,0,0,0,0,0,0.019341844,0,0.021813917,saturatedMedia,4_1114_7
2020/11/18,0,0,0,0,0,0,0,0.1206826,1.69E-18,5.76E-108,0.383256249,0.002969791,0,0,0,0,0,0,0.016996114,0,0.029840041,saturatedMedia,4_1114_7
2020/11/19,0,0,0,0,0,0,0,0.132075684,4.26E-19,6.27E-109,0.381096225,0.002463768,0,0,0,0,0,0,0.014951028,0,0.016245892,saturatedMedia,4_1114_7
2020/11/20,0,0,0,0,0,0,0,0.103519731,1.05E-19,6.81E-110,0.375993077,0.002013072,0,0,0,0,0,0,0.013331401,0,0.00362804,saturatedMedia,4_1114_7
