ds,dep_var,trend,season,weekday,holiday,boolean_value_3,boolean_value_5,boolean_value_6,boolean_value_7,boolean_value_8,boolean_value_10,boolean_value_12,boolean_value_13,boolean_value_14,boolean_value_16,boolean_value_18,boolean_value_19,covid.19.Infected.person_1,weather_Average.temperature..._1,weather_Total.precipitation.mm._1,weather_Daylight.hours..hours._1,Complementary.goods_1,Complementary.goods_2,Complementary.goods_3,Influencer_Post,price_16,Event,macroeconomic_indicators_1,macroeconomic_indicators_4,macroeconomic_indicators_13,macroeconomic_indicators_14,consecutive_holidays_1,consecutive_holidays_2,consecutive_holidays_3,consecutive_holidays_4,consecutive_holidays_5,consecutive_holidays_6,consecutive_holidays_7,consecutive_holidays_8,consecutive_holidays_9,consecutive_holidays_10,consecutive_holidays_11,consecutive_holidays_12,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_o36_similar_S,FB_anotherproduct_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,Google_youtube_S,Google_display_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,intercept,depVarHat,solID
2020/5/16,5,107.2123806,1.264185253,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.005512859,8.063556154,0.764756928,0,1.870383108,1.370626634,-5.756516315,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.211670172,0,0,11.24857969,0,0,0,0,0,0,0,0.000265508,0,0,82.48113338,10.27041388,4_1114_7
2020/5/17,5,107.246364,1.149068126,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.001968878,9.414746645,0,9.161733012,2.388335354,1.222450782,-6.749019128,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.171751019,0,0,10.95747299,0,0,0,0,0,0,0,0.026190936,0,0,82.48113338,27.73785997,4_1114_7
2020/5/18,3,107.2803474,1.050502829,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.003937757,8.368663684,0.063729744,0,2.100584106,1.185406819,-3.970011252,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.058349301,0,0,9.895785259,0,0,0,0,0,0,0,0.017649924,0,0,82.48113338,4.381937639,4_1114_7
2020/5/19,0,107.3143308,0.967866605,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.001968878,7.714861834,1.736635525,0,1.525081611,1.185406819,-4.367012377,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.023535296,0,0,8.731482635,0,0,0,0,0,0,0,0.010319524,0,0,82.48113338,2.68829781,4_1114_7
2020/5/20,3,107.3483142,0.899935807,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.001968878,5.535522333,0.095594616,0,1.64018211,0.889055114,-4.168511814,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.028288719,0,0,8.116448089,0,0,0,0,0,0,0,0.005364191,0,0,82.48113338,0.666968132,4_1114_7
2020/5/21,2,107.3822976,0.844947176,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.004331532,5.535522333,0.015932436,0,1.870383108,1.111318893,-6.947519691,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.019778447,0,0,6.843107254,0,0,0,0,0,0,0,0.002512302,0,0,82.48113338,-6.959840111,4_1114_7
2020/5/22,6,107.416281,0.800677666,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.000787551,6.668778873,0.031864872,0,1.64018211,0.703835299,-4.367012377,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.033205149,0,0,7.454661616,0,0,0,0,0,0,0,0.001069821,0,0,82.48113338,-5.547275894,4_1114_7
2020/5/23,15,107.4502644,0.764539605,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.001181327,8.019969364,0,2.19255149,2.043033857,1.185406819,-4.962514065,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.043398981,0,0,7.819900641,0,0,0,0,0,0,0,0.031061468,0,0,82.48113338,8.603807181,4_1114_7
2020/5/24,12,107.4842478,0.733687508,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.005512859,9.066052325,0,8.61359514,2.733636851,1.704022302,-4.367012377,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.044220024,0,0,7.711908101,0,0,0,0,0,0,0,0.098918502,0,0.321941489,82.48113338,26.89752789,4_1114_7
2020/5/25,13,107.5182312,0.70513243,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.003150205,9.414746645,0,5.168157084,2.906287599,1.333582671,-5.558015753,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.044364732,0,0,7.654862192,0,0,0,0,0,0,0,0.18597966,0,0.016331101,82.48113338,7.719801841,4_1114_7
2020/5/26,11,107.5522146,0.675859538,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.003937757,9.109639115,0.015932436,0.156610821,2.30200998,1.370626634,-4.168511814,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.04421706,0,0,7.65267651,0,0,0,0,0,0,0,0.114659769,0,0.000144062,82.48113338,2.673837133,4_1114_7
2020/5/27,13,107.586198,0.642944492,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.004331532,9.327573065,0,3.445438056,2.043033857,1.037230967,-5.161014627,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.044256484,0,0,7.615195243,0,0,0,0,0,0,0,0.062146571,0,2.93E-07,82.48113338,6.922139828,4_1114_7
2020/5/28,11,107.6201814,0.603664263,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.005906635,8.455837264,0.302716284,2.897300183,2.158134356,1.444714561,-5.161014627,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.043275621,0,0,7.600897225,0,0,0,0,0,0,0,0.030173722,0,1.61E-10,82.48113338,2.359335391,4_1114_7
2020/5/29,5,107.6541648,0.555598285,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.008269289,9.022465535,0,10.10139794,1.726507485,1.222450782,-3.970011252,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.042323175,0,0,7.53937071,0,0,0,0,0,0,0,0.013274765,0,2.67E-14,82.48113338,7.984204042,4_1114_7
2020/5/30,15,107.6881482,0.496716168,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.005512859,9.589093805,0,6.969181522,1.553856736,1.185406819,-3.970011252,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.028606731,0,0,6.816669638,0,0,0,0,0,0,0,0.005335176,0,1.43E-18,82.48113338,14.3835297,4_1114_7
2020/5/31,14,107.7221316,0.425448712,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.001968878,9.283986275,0,0.156610821,1.784057734,2.148549859,-5.161014627,0,-89.2200432,3.250235411,-43.49233592,-1332.982639,50.94268347,1109.811487,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.034140369,0,0,7.783531583,0,0,0,0,0,0,0,0.001971047,0,2.66E-23,82.48113338,16.92817963,4_1114_7
2020/6/1,17,107.756115,0.340739592,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.005119084,8.543010844,0.127459488,0,1.841607984,1.185406819,-5.756516315,0,-89.2200432,0,-43.49233592,-1335.77339,50.94268347,1107.594081,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.038064043,0,0,8.30324665,0,0,0,0,0,0,0,0.000672714,0,1.79E-28,82.48113338,-7.546474745,4_1114_7
2020/6/2,12,107.7900984,0.242075783,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.013388373,9.719854175,0,3.210521825,1.611406986,1.148362856,-3.970011252,0,-89.2200432,3.250235411,-43.49233592,-1335.77339,50.94268347,1107.594081,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.040579286,0,0,8.539756969,0,0,0,0,0,0,0,0.000212976,0,4.58E-34,82.48113338,1.181909732,4_1114_7
2020/6/3,14,107.8240818,0.129495589,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.004725308,10.46082961,0,4.854935442,1.668957235,1.185406819,-5.558015753,0,-89.2200432,3.250235411,-43.49233592,-1335.77339,50.94268347,1107.594081,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.041196734,0,0,8.699043716,0,0,0,0,0,0,0,6.28E-05,0,4.58E-40,82.48113338,4.577367844,4_1114_7
2020/6/4,11,107.8580652,0.003573976,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,0,-23.20773794,0,0,0.011025719,10.24289566,0,4.22849216,1.985483607,1.148362856,-4.962514065,0,-89.2200432,3.250235411,-43.49233592,-1335.77339,50.94268347,1107.594081,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.042563638,0,0,8.74589741,0,0,0,0,0,0,0,0.02394742,0,0.321941489,82.48113338,0.999126257,4_1114_7
