ds,dep_var,trend,season,weekday,holiday,boolean_value_3,boolean_value_5,boolean_value_6,boolean_value_7,boolean_value_8,boolean_value_10,boolean_value_12,boolean_value_13,boolean_value_14,boolean_value_16,boolean_value_18,boolean_value_19,covid.19.Infected.person_1,weather_Average.temperature..._1,weather_Total.precipitation.mm._1,weather_Daylight.hours..hours._1,Complementary.goods_1,Complementary.goods_2,Complementary.goods_3,Influencer_Post,price_16,Event,macroeconomic_indicators_1,macroeconomic_indicators_4,macroeconomic_indicators_13,macroeconomic_indicators_14,consecutive_holidays_1,consecutive_holidays_2,consecutive_holidays_3,consecutive_holidays_4,consecutive_holidays_5,consecutive_holidays_6,consecutive_holidays_7,consecutive_holidays_8,consecutive_holidays_9,consecutive_holidays_10,consecutive_holidays_11,consecutive_holidays_12,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_o36_similar_S,FB_anotherproduct_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,Google_youtube_S,Google_display_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,intercept,depVarHat,solID
2020/10/1,39,111.9020858,-15.5266221,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.092143507,8.499424054,0.031864872,1.722719028,1.927933358,1.185406819,-3.970011252,0,-89.2200432,0,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.156163815,0.900864344,0,17.80540686,0.323362317,0,0,0,0,0,0,0.172892235,0,0.411117526,82.48113338,46.06534492,4_1114_7
2020/10/2,23,111.9360691,-15.3236528,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.077180031,9.153225905,0,8.378678909,1.726507485,1.444714561,-2.779007876,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.156765972,0.727180623,0,17.84983603,0.333857128,0,0,0,0,0,0,0.554074564,0,0.837050829,82.48113338,56.46415361,4_1114_7
2020/10/3,45,111.9700524,-14.96327714,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.080724012,9.458333435,0,3.053911004,1.755282609,1.370626634,-5.161014627,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.533494102,0.571514814,0,17.23015956,0.34391424,0,0,0,0,0,0,0.654045978,0,0.961889966,82.48113338,59.1979509,4_1114_7
2020/10/4,55,112.0040357,-14.43295902,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.042133997,9.589093805,0,1.174581155,2.532210977,1.481758524,-4.168511814,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.906156919,0.43732648,0,16.24245151,0.343358741,0,0,0,0,0,0,1.086308909,0,0.979170837,82.48113338,69.28719466,4_1114_7
2020/10/5,35,112.0380189,-13.72350076,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.025595419,9.458333435,0,1.174581155,2.129359231,1.111318893,-4.367012377,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.062523446,0.325846198,0,14.47267112,0.333687792,0,0,0,0,0,0,0.642347383,0,0.980615159,82.48113338,53.31465771,4_1114_7
2020/10/6,31,112.0720022,-12.82943363,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.069304518,9.153225905,0,2.11424608,2.24445973,1.481758524,-5.161014627,-1.217585566,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.281680202,0.236442752,0,12.2428439,0.32095375,0,0,0,0,0,0,0.337092728,0,0.980694471,82.48113338,50.49377219,4_1114_7
2020/10/7,20,112.1059854,-11.74932157,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.055128594,7.976382574,0.191189232,2.505773132,2.618536352,1.222450782,-6.550518566,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.904773314,0.167129757,0,12.61383109,0.307650757,0,0,0,0,0,0,0.159420535,0,0.980697439,82.48113338,53.10719537,4_1114_7
2020/10/8,27,112.1399687,-10.4859685,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.097656366,6.407258133,1.402054368,0,2.158134356,1.222450782,-3.374509564,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.724937713,0.115111664,0,12.80776668,0.293440574,0,0,0,0,0,0,0.068619533,0,0.980697516,82.48113338,50.23844743,4_1114_7
2020/10/9,27,112.1739519,-9.046522544,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.079936461,6.320084553,1.210865136,0,2.417110478,1.222450782,-5.756516315,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.820524964,0.07727661,0,13.20984338,0.279212605,0,0,0,0,0,0,0.027077559,0,0.980697518,82.48113338,46.40766628,4_1114_7
2020/10/10,39,112.2079352,-7.442472634,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.097656366,6.973886404,2.342068093,0,2.215684605,1.55584645,-6.15351744,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.614992311,0.050577504,0,13.40795251,0.26463413,0,0,0,0,0,0,0.009850555,0,0.980697518,82.48113338,60.4640855,4_1114_7
2020/10/11,149,112.2419185,-5.689536039,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.057491248,8.630184424,0.015932436,0.313221641,2.388335354,2.148549859,-5.955016878,-1.217585566,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,4.251281977,0.032281272,0,13.57004329,0.250202736,0,0,0,0,0,0,0.885354168,0,4.647232363,82.48113338,76.63996875,4_1114_7
2020/10/12,78,112.2759017,-3.807437953,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.030714502,9.371159855,0,1.957635259,2.762411975,1.481758524,-5.756516315,-2.435171133,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,4.325672343,0.020096219,0,13.61249982,0.227283975,0,0,0,0,0,0,1.522280696,0,7.024152277,82.48113338,68.26271447,4_1114_7
2020/10/13,48,112.309885,-1.819587147,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.065366761,9.632680595,0,3.288827235,1.755282609,1.222450782,-7.344520816,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.962762324,0.012204455,0,13.66850613,0.215099209,0,0,0,0,0,0,2.196023553,0,2.164797948,82.48113338,66.49687992,4_1114_7
2020/10/14,36,112.3438682,0.247345605,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.069698294,8.848118375,0,0.548137873,2.618536352,1.444714561,-3.176009001,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.742431869,0.007231321,0,13.41796972,0.20368355,0,0,0,0,0,0,1.929705334,0,0.05074839,82.48113338,69.894267,4_1114_7
2020/10/15,37,112.3778515,2.363937112,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.11183229,7.322580724,0.031864872,0,1.64018211,1.148362856,-5.161014627,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.864636235,0.004180755,0,13.15899329,0.19283268,0,0,0,0,0,0,2.383917556,0,0.422715503,82.48113338,62.54370199,4_1114_7
2020/10/16,30,112.4118348,4.498597803,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.072060948,7.017473194,0,3.210521825,1.668957235,1.444714561,-4.168511814,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.121848924,0.002358646,0,13.34961652,0.182687576,0,0,0,0,0,0,1.952153477,0,0.838501058,82.48113338,65.99448786,4_1114_7
2020/10/17,41,112.445818,6.618220611,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.092537282,5.535522333,0.732892056,0,2.215684605,1.741066265,-4.962514065,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.053652998,0.001298578,0,13.22438148,0.173531864,0,0,0,0,0,0,1.0478985,0,4.594816184,82.48113338,76.85310064,4_1114_7
2020/10/18,56,112.4798013,8.688877433,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.051978388,6.232910973,0.015932436,3.288827235,2.30200998,1.741066265,-7.344520816,-1.217585566,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.031890608,0.000697739,0,13.68020977,0.16373661,0,0,0,0,0,0,0.505605746,0,7.018579212,82.48113338,89.71009529,4_1114_7
2020/10/19,22,112.5137845,10.67654656,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.030714502,5.709869493,0.286783848,0,1.841607984,1.370626634,-5.955016878,-1.217585566,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.494206417,0.000365894,0,13.69818956,0.151213541,0,0,0,0,0,0,1.397368055,0,2.164659007,82.48113338,69.81360629,4_1114_7
2020/10/20,368,112.5477678,12.54785359,-2.675232238,0,0.920086902,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.054734818,6.799539243,0,6.029516598,2.877512474,1.963330044,-4.764013502,-6.087927832,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.492050978,0.000187273,0,14.42252029,0.131220157,0,0,0,0,0,0,16.48572375,0,279.3101165,82.48113338,368.8973203,4_1114_7
2020/10/21,863,112.5817511,14.27080788,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.057097472,6.973886404,0,5.872905777,1.985483607,1.629934376,-3.573010127,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.146315451,9.36E-05,0,15.39112148,0.113128288,0,0,0,0,0,0,20.06954681,0,344.7912067,82.48113338,447.9083553,4_1114_7
2020/10/22,266,112.6157343,15.81551663,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.072848499,7.584101464,0,2.349162311,2.532210977,1.481758524,-5.558015753,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.040614068,4.56E-05,0,16.53955993,0.096865989,0,0,0,0,0,0,24.99030138,0,134.6673338,82.48113338,236.9088669,4_1114_7
2020/10/23,146,112.6497176,17.15485915,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.073242275,7.322580724,0.270851412,0,2.215684605,1.629934376,-3.970011252,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.010693112,2.17E-05,0,17.3876273,0.082345729,0,0,0,0,0,0,20.36376763,0,23.31538389,82.48113338,119.8983714,4_1114_7
2020/10/24,171,112.6837008,18.26510465,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.07914891,7.540514674,0,6.107822008,1.784057734,2.51898949,-5.161014627,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.002694437,1.01E-05,0,17.77706186,0.069468216,0,0,0,0,0,0,17.52742859,0,9.538622322,82.48113338,120.0719031,4_1114_7
2020/10/25,142,112.7176841,19.12645858,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.048828183,6.755952453,0,6.57765447,2.129359231,2.370813638,-7.741521941,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.000653572,4.58E-06,0,17.99463748,0.06697932,0,0,0,0,0,0,11.66570268,0,7.863223178,82.48113338,119.6465075,4_1114_7
2020/10/26,77,112.7516674,19.72352378,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.040165118,7.061059984,0,6.734265291,1.64018211,1.55584645,-5.161014627,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,0.00015325,2.03E-06,0,17.94088816,0.065139792,0,0,0,0,0,0,7.324803788,0,18.25777763,82.48113338,113.5847328,4_1114_7
2020/10/27,73,112.7856506,20.04566516,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.062216556,7.278993934,0,4.698324622,2.388335354,1.481758524,-5.558015753,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.48E-05,8.76E-07,0,18.0290477,0.064349901,0,0,0,0,0,0,5.706906577,0,23.65169575,82.48113338,115.8020659,4_1114_7
2020/10/28,49,112.8196339,20.08726883,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.06733564,7.235407144,0,1.722719028,2.158134356,1.518802487,-5.955016878,0,-89.2200432,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,7.71E-06,3.70E-07,0,18.15480148,0.064122344,0,0,0,0,0,0,3.679612075,0,4.09037361,82.48113338,93.24128859,4_1114_7
2020/10/29,56,112.8536171,19.84788921,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.086630647,7.540514674,0,7.595624805,1.553856736,1.55584645,-3.970011252,0,-116.9459878,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.66E-06,1.52E-07,0,18.06607364,0.064458471,0,0,0,0,0,0,4.2616798,0,14.64746323,82.48113338,80.05852987,4_1114_7
2020/10/30,43,112.8876003,19.33228032,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.079936461,6.494431713,0,1.252886566,1.870383108,1.481758524,-4.962514065,0,-116.9459878,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.49E-07,6.13E-08,0,17.6122205,0.06525041,0,0,0,0,0,0,2.271219179,0,3.407476158,82.48113338,55.45865815,4_1114_7
2020/10/31,67,112.9215835,18.55031048,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.084661769,6.014977023,0,7.517319395,2.417110478,1.333582671,-6.749019128,0,-116.9459878,3.250235411,-47.84156951,-1342.75027,57.74953371,1106.485378,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,7.18E-08,2.41E-08,0,17.34846407,0.066479846,0,0,0,0,0,0,2.404427995,0,14.43566236,82.48113338,79.95790988,4_1114_7
2020/11/1,64,112.9555667,17.51676231,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.045677978,6.232910973,0,2.11424608,2.24445973,2.074461933,-4.367012377,-1.217585566,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.45E-08,9.24E-09,0,16.68917331,0.068132568,0,0,0,0,0,0,6.668618159,0,22.60459921,82.48113338,94.20651792,4_1114_7
2020/11/2,38,112.9895499,16.25102284,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.034258483,6.799539243,0.07966218,2.11424608,2.273234855,1.55584645,-5.955016878,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.85E-09,3.46E-09,0,16.58815265,0.070123161,0,0,0,0,0,0,5.125275599,0,11.5535603,82.48113338,65.63615646,4_1114_7
2020/11/3,63,113.0235331,14.77667112,-2.675232238,-4.719105276,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.082299115,6.450844923,0.143391924,0.156610821,2.30200998,1.666978339,-8.535524191,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,5.52E-10,1.27E-09,0,16.67721877,0.072443869,0,0,0,0,0,0,3.760162449,0,8.342419638,82.48113338,49.87348476,4_1114_7
2020/11/4,35,113.0575163,13.12097342,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.048040632,5.971390233,0,6.734265291,1.985483607,2.148549859,-5.756516315,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.05E-10,4.53E-10,0,16.69237512,0.074994922,0,0,0,0,0,0,5.809769762,0,7.749985472,82.48113338,65.74134369,4_1114_7
2020/11/5,36,113.0914995,11.31429789,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.105925655,5.840629863,0,7.204097753,1.985483607,1.481758524,-4.168511814,-1.217585566,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.96E-11,1.58E-10,0,17.20771488,0.077767949,0,0,0,0,0,0,4.280582096,0,35.07771943,82.48113338,86.46863777,4_1114_7
2020/11/6,58,113.1254827,9.389463099,-6.450660376,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.095293712,5.579109123,0,0.313221641,1.870383108,1.000187004,-3.374509564,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,2.293192493,5.39E-11,0,17.64425236,0.080495917,0,0,0,0,0,0,5.069498937,0,29.96192391,82.48113338,74.94609645,4_1114_7
2020/11/7,78,113.1594659,7.381035699,3.495960392,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.115770047,6.755952453,0,0.939664924,2.158134356,1.815154192,-8.138523066,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,5.609892352,1.80E-11,0,17.46988593,0.083404606,0,0,0,0,0,0,4.631496592,0,12.42504046,82.48113338,66.25109722,4_1114_7
2020/11/8,145,113.1934491,5.324594218,12.22774447,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.074423602,7.540514674,0.07966218,0.861359514,2.503435853,2.000374007,-5.756516315,-2.435171133,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,6.640212911,5.84E-12,0,17.33667439,0.086359963,0,0,0,0,0,0,3.351654382,0,61.30621839,82.48113338,122.6837526,4_1114_7
2020/11/9,79,113.2274323,3.255976322,-2.19206083,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.061429005,5.884216653,0,2.270856901,2.359560229,1.55584645,-2.779007876,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,3.123598658,1.86E-12,0,17.25583028,0.089206665,0,0,0,0,0,0,2.421677557,0,8.596260822,82.48113338,53.4795855,4_1114_7
2020/11/10,42,113.2614155,1.210527331,-2.675232238,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.115376271,5.186828013,0,6.812570702,2.273234855,1.666978339,-2.779007876,-2.435171133,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.032620067,5.76E-13,0,17.19638245,0.083950166,0,0,0,0,0,0,1.217552873,0,16.3833428,82.48113338,56.90013048,4_1114_7
2020/11/11,54,113.2953986,-0.777632447,-0.24424701,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.124433112,5.186828013,0,7.125792343,2.215684605,1.148362856,-5.756516315,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.096705575,1.75E-13,0,17.11676855,0.076363115,0,0,0,0,0,0,0.556030443,0,10.43907512,82.48113338,49.95180902,4_1114_7
2020/11/12,36,113.3293818,-2.676304583,-4.161504403,0,0,11.51756438,0,0,0,21.1469573,0,0,17.48260848,-23.20773794,15.86809588,24.60869904,0.154360063,4.445852582,0,0.391527052,1.899158233,1.852198155,-6.947519691,0,-116.9459878,3.250235411,-43.49233592,-1345.541021,57.74953371,1103.15927,22.88917061,22.42648535,0,0,17.89735273,0,-6.011017247,2.417390184,22.66265311,-1.814211524,12.95424099,-3.15031606,0,0,0,0,0,0,0,1.475224154,5.18E-14,0,17.08579109,0.068889311,0,0,0,0,0,0,1.513701613,0,19.17072724,82.48113338,45.95024507,4_1114_7
